Item ID,Short Name,Assessment Instrument,Assessment Instrument Version,HIT Standard Name,HIT Standard Version,Item HIT Code,Item HIT Text,Item Subsets,Response HIT Code,Assessment Response Codes,Response HIT Text
21A,Impairment group - admission,IRF-PAI,1.5,LOINC,2.63,85402-6,Primary payment source [CMS Assessment],IA,LA27358-3|LA27359-1|LA27360-9|LA27361-7|LA27362-5|LA27363-3|LA27364-1|LA27365-8|LA27366-6|LA27367-4|LA27368-2|LA27369-0|LA27370-8|LA27371-6|LA27372-4|LA27373-2|LA27374-0|LA27375-7|LA27376-5|LA27377-3|LA27380-7|LA27381-5|LA27382-3|LA27383-1|LA27384-9|LA27385-6|LA27386-4|LA27387-2|LA27388-0|LA27389-8|LA27390-6|LA27391-4|LA27392-2|LA27393-0|LA27394-8|LA27395-5|LA27396-3|LA27397-1|LA27398-9|LA27399-7|LA27400-3|LA27401-1|LA27402-9|LA27403-7|LA27404-5|LA27405-2|LA27406-0|LA27407-8|LA27408-6|LA27409-4|LA27410-2|LA27411-0|LA27412-8|LA27413-6|LA27414-4|LA27415-1|LA27416-9|LA27417-7|LA27418-5|LA27419-3|LA27420-1|LA27421-9|LA27422-7|LA27423-5|LA27425-0|LA27426-8|LA27427-6|LA27428-4|LA27429-2|LA27430-0|LA27431-8|LA27432-6|LA27433-4|LA27434-2|LA27435-9|LA27436-7|LA27437-5|LA27438-3|LA27439-1|LA27440-9|LA27441-7|LA27442-5|LA27443-3|LA27444-1|LA9568-2,0001.1|0001.2|0001.3|0001.4|0001.9|0002.1|0002.21|0002.22|0002.9|0003.1|0003.2|0003.3|0003.4|0003.5|0003.8|0003.9|0004.110|0004.111|0004.112|0004.120|0004.1211|0004.1212|0004.1221|0004.1222|0004.130|0004.210|0004.211|0004.212|0004.220|0004.2211|0004.2212|0004.2221|0004.2222|0004.230|0005.1|0005.2|0005.3|0005.4|0005.5|0005.6|0005.7|0005.9|0006.1|0006.2|0006.9|0007.1|0007.2|0007.3|0007.9|0008.11|0008.12|0008.2|0008.3|0008.4|0008.51|0008.52|0008.61|0008.62|0008.71|0008.72|0008.9|0009|0010.1|0010.9|0012.1|0012.9|0013|0014.1|0014.2|0014.3|0014.9|0015|0016|0017.1|0017.2|0017.31|0017.32|0017.4|0017.51|0017.52|0017.6|0017.7|0017.8|0017.9|0011,"Stroke- left body involvement (right brain)|Stroke- right body involvement (left brain)|Stroke- bilateral involvement|Stroke- no paresis|Stroke- other stroke|Brain dysfunction- non-traumatic|Brain dysfunction- traumatic, open injury|Brain Dysfunction- Traumatic, Closed Injury|Brain dysfunction- other brain|Neurologic conditions- multiple sclerosis|Neurologic conditions- Parkinsonism|Neurologic conditions- polyneuropathy|Neurologic conditions- Guillain-Barré Syndrome|Neurologic conditions- cerebral palsy|Neurologic conditions- neuromuscular disorders|Neurologic conditions- other neurologic|Spinal cord dysfunction, non-traumatic- paraplegia, unspecified|Spinal cord dysfunction, non-traumatic- paraplegia, incomplete|Spinal cord dysfunction, non-traumatic- paraplegia, complete|Spinal cord dysfunction, non-traumatic- quadriplegia, unspecified|Spinal cord dysfunction, non-traumatic- quadriplegia, incomplete C1-4|Spinal cord dysfunction, non-traumatic- quadriplegia, incomplete C5-8|Spinal cord dysfunction, non-traumatic- quadriplegia, complete C1-4|Spinal cord dysfunction, non-traumatic- quadriplegia, complete C5-8|Spinal cord dysfunction, non-traumatic- other non-traumatic spinal cord dysfunction|Spinal cord dysfunction, traumatic- paraplegia, unspecified|Spinal cord dysfunction, traumatic- paraplegia, incomplete|Spinal cord dysfunction, traumatic- paraplegia, complete|Spinal cord dysfunction, traumatic- quadriplegia, unspecified|Spinal cord dysfunction, traumatic- quadriplegia, incomplete C1-4|Spinal cord dysfunction, traumatic- quadriplegia, incomplete C5-8|Spinal cord dysfunction, traumatic- quadriplegia, complete C1-4|Spinal cord dysfunction, traumatic- quadriplegia, complete C5-8|Spinal cord dysfunction, traumatic- other traumatic spinal cord dysfunction|Amputation- unilateral upper limb above the elbow (AE)|Amputation- unilateral upper limb below the elbow (BE)|Amputation- unilateral lower limb above the knee (AK)|Amputation- unilateral lower limb below the knee (BK)|Amputation- bilateral lower limb above the knee (AK/AK)|Amputation- bilateral lower limb above/below the knee (AK/BK)|Amputation- bilateral lower limb below the knee (BK/BK)|Amputation- other amputation|Arthritis- rheumatoid arthritis|Arthritis- osteoarthritis|Arthritis- other arthritis|Pain syndromes- neck pain|Pain syndromes- back pain|Pain syndromes- limb pain|Pain syndromes- other pain|Orthopaedic disorders- status post unilateral hip fracture|Orthopaedic disorders- status post bilateral hip fractures|Orthopaedic disorders- status post femur (shaft) fracture|Orthopaedic disorders- status post pelvic fracture|Orthopaedic disorders- status post major multiple fractures|Orthopaedic disorders- status post unilateral hip replacement|Orthopaedic disorders- status post bilateral hip replacements|Orthopaedic disorders- status post unilateral knee replacement|Orthopaedic disorders- status post bilateral knee replacements|Orthopaedic disorders- status post knee and hip replacements (same side)|Orthopaedic disorders- status post knee and hip replacements (different sides)|Orthopaedic disorders- other orthopaedic|Cardiac|Pulmonary disorders- chronic obstructive pulmonary disease|Pulmonary disorders- other pulmonary|Congenital deformities- spina bifida|Congenital deformities- other congenital|Other disabling Impairments|Major multiple trauma- brain and spinal cord injury|Major multiple trauma- brain and multiple fracture/amputation|Major multiple trauma- spinal cord and multiple fracture/amputation|Major multiple trauma- other multiple trauma|Developmental disability|Debility (non-cardiac, non-pulmonary)|Medically complex- infections|Medically complex- neoplasms|Medically complex- nutrition with intubation/parenteral nutrition|Medically Complex- Nutrition without Intubation/Parenteral Nutrition|Medically Complex- Circulatory Disorders|Medically Complex- Respiratory Disorders (Ventilator Dependent)|Medically Complex- Respiratory Disorders (Non-ventilator Dependent)|Medically Complex- Terminal Care|Medically Complex- Skin Disorders|Medically complex- medical/surgical complications|Medically complex- other medically complex conditions|Burns"
21D,Impairment group - discharge,IRF-PAI,1.5,LOINC,2.63,85403-4,Secondary payment source [CMS Assessment],ID,LA27358-3|LA27359-1|LA27360-9|LA27361-7|LA27362-5|LA27363-3|LA27364-1|LA27365-8|LA27366-6|LA27367-4|LA27368-2|LA27369-0|LA27370-8|LA27371-6|LA27372-4|LA27373-2|LA27374-0|LA27375-7|LA27376-5|LA27377-3|LA27380-7|LA27381-5|LA27382-3|LA27383-1|LA27384-9|LA27385-6|LA27386-4|LA27387-2|LA27388-0|LA27389-8|LA27390-6|LA27391-4|LA27392-2|LA27393-0|LA27394-8|LA27395-5|LA27396-3|LA27397-1|LA27398-9|LA27399-7|LA27400-3|LA27401-1|LA27402-9|LA27403-7|LA27404-5|LA27405-2|LA27406-0|LA27407-8|LA27408-6|LA27409-4|LA27410-2|LA27411-0|LA27412-8|LA27413-6|LA27414-4|LA27415-1|LA27416-9|LA27417-7|LA27418-5|LA27419-3|LA27420-1|LA27421-9|LA27422-7|LA27423-5|LA27425-0|LA27426-8|LA27427-6|LA27428-4|LA27429-2|LA27430-0|LA27431-8|LA27432-6|LA27433-4|LA27434-2|LA27435-9|LA27436-7|LA27437-5|LA27438-3|LA27439-1|LA27440-9|LA27441-7|LA27442-5|LA27443-3|LA27444-1|LA9568-2,0001.1|0001.2|0001.3|0001.4|0001.9|0002.1|0002.21|0002.22|0002.9|0003.1|0003.2|0003.3|0003.4|0003.5|0003.8|0003.9|0004.110|0004.111|0004.112|0004.120|0004.1211|0004.1212|0004.1221|0004.1222|0004.130|0004.210|0004.211|0004.212|0004.220|0004.2211|0004.2212|0004.2221|0004.2222|0004.230|0005.1|0005.2|0005.3|0005.4|0005.5|0005.6|0005.7|0005.9|0006.1|0006.2|0006.9|0007.1|0007.2|0007.3|0007.9|0008.11|0008.12|0008.2|0008.3|0008.4|0008.51|0008.52|0008.61|0008.62|0008.71|0008.72|0008.9|0009|0010.1|0010.9|0012.1|0012.9|0013|0014.1|0014.2|0014.3|0014.9|0015|0016|0017.1|0017.2|0017.31|0017.32|0017.4|0017.51|0017.52|0017.6|0017.7|0017.8|0017.9|0011,"Stroke- left body involvement (right brain)|Stroke- right body involvement (left brain)|Stroke- bilateral involvement|Stroke- no paresis|Stroke- other stroke|Brain dysfunction- non-traumatic|Brain dysfunction- traumatic, open injury|Brain Dysfunction- Traumatic, Closed Injury|Brain dysfunction- other brain|Neurologic conditions- multiple sclerosis|Neurologic conditions- Parkinsonism|Neurologic conditions- polyneuropathy|Neurologic conditions- Guillain-Barré Syndrome|Neurologic conditions- cerebral palsy|Neurologic conditions- neuromuscular disorders|Neurologic conditions- other neurologic|Spinal cord dysfunction, non-traumatic- paraplegia, unspecified|Spinal cord dysfunction, non-traumatic- paraplegia, incomplete|Spinal cord dysfunction, non-traumatic- paraplegia, complete|Spinal cord dysfunction, non-traumatic- quadriplegia, unspecified|Spinal cord dysfunction, non-traumatic- quadriplegia, incomplete C1-4|Spinal cord dysfunction, non-traumatic- quadriplegia, incomplete C5-8|Spinal cord dysfunction, non-traumatic- quadriplegia, complete C1-4|Spinal cord dysfunction, non-traumatic- quadriplegia, complete C5-8|Spinal cord dysfunction, non-traumatic- other non-traumatic spinal cord dysfunction|Spinal cord dysfunction, traumatic- paraplegia, unspecified|Spinal cord dysfunction, traumatic- paraplegia, incomplete|Spinal cord dysfunction, traumatic- paraplegia, complete|Spinal cord dysfunction, traumatic- quadriplegia, unspecified|Spinal cord dysfunction, traumatic- quadriplegia, incomplete C1-4|Spinal cord dysfunction, traumatic- quadriplegia, incomplete C5-8|Spinal cord dysfunction, traumatic- quadriplegia, complete C1-4|Spinal cord dysfunction, traumatic- quadriplegia, complete C5-8|Spinal cord dysfunction, traumatic- other traumatic spinal cord dysfunction|Amputation- unilateral upper limb above the elbow (AE)|Amputation- unilateral upper limb below the elbow (BE)|Amputation- unilateral lower limb above the knee (AK)|Amputation- unilateral lower limb below the knee (BK)|Amputation- bilateral lower limb above the knee (AK/AK)|Amputation- bilateral lower limb above/below the knee (AK/BK)|Amputation- bilateral lower limb below the knee (BK/BK)|Amputation- other amputation|Arthritis- rheumatoid arthritis|Arthritis- osteoarthritis|Arthritis- other arthritis|Pain syndromes- neck pain|Pain syndromes- back pain|Pain syndromes- limb pain|Pain syndromes- other pain|Orthopaedic disorders- status post unilateral hip fracture|Orthopaedic disorders- status post bilateral hip fractures|Orthopaedic disorders- status post femur (shaft) fracture|Orthopaedic disorders- status post pelvic fracture|Orthopaedic disorders- status post major multiple fractures|Orthopaedic disorders- status post unilateral hip replacement|Orthopaedic disorders- status post bilateral hip replacements|Orthopaedic disorders- status post unilateral knee replacement|Orthopaedic disorders- status post bilateral knee replacements|Orthopaedic disorders- status post knee and hip replacements (same side)|Orthopaedic disorders- status post knee and hip replacements (different sides)|Orthopaedic disorders- other orthopaedic|Cardiac|Pulmonary disorders- chronic obstructive pulmonary disease|Pulmonary disorders- other pulmonary|Congenital deformities- spina bifida|Congenital deformities- other congenital|Other disabling Impairments|Major multiple trauma- brain and spinal cord injury|Major multiple trauma- brain and multiple fracture/amputation|Major multiple trauma- spinal cord and multiple fracture/amputation|Major multiple trauma- other multiple trauma|Developmental disability|Debility (non-cardiac, non-pulmonary)|Medically complex- infections|Medically complex- neoplasms|Medically complex- nutrition with intubation/parenteral nutrition|Medically Complex- Nutrition without Intubation/Parenteral Nutrition|Medically Complex- Circulatory Disorders|Medically Complex- Respiratory Disorders (Ventilator Dependent)|Medically Complex- Respiratory Disorders (Non-ventilator Dependent)|Medically Complex- Terminal Care|Medically Complex- Skin Disorders|Medically complex- medical/surgical complications|Medically complex- other medically complex conditions|Burns"
22,Etiologic diagnosis code,IRF-PAI,1.5,LOINC,2.63,85845-6,Impairment group [CMS Assessment],IA,,,
22A,Etiologic diagnosis code A (ICD code),IRF-PAI,1.5,LOINC,2.63,85845-6,Impairment group [CMS Assessment],IA,,,
22B,Etiologic diagnosis code B (ICD code),IRF-PAI,1.5,LOINC,2.63,76541-2,Clinical diagnosis ICD code [Identifier],IA,,,
22C,Etiologic diagnosis code C (ICD code),IRF-PAI,1.5,LOINC,2.63,76541-2,Clinical diagnosis ICD code [Identifier],IA,,,
23,Date of onset,IRF-PAI,1.5,LOINC,2.63,76541-2,Clinical diagnosis ICD code [Identifier],IA,,,
24,Comorbid conditions,IRF-PAI,1.5,LOINC,2.63,76541-2,Clinical diagnosis ICD code [Identifier],IA|ID,,,
24A,Comorbid condition 1 (ICD code),IRF-PAI,1.5,LOINC,2.63,85585-8,Date of condition onset,IA|ID,,,
24A1,Arthritis conditions recorded,IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,LA32-8|LA33-6,0|1,No|Yes
24B,Comorbid condition 2 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24C,Comorbid condition 3 (ICD code),IRF-PAI,1.5,LOINC,2.63,85407-5,Arthritis conditions recorded [CMS Assessment],IA|ID,,,
24D,Comorbid condition 4 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24E,Comorbid condition 5 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24F,Comorbid condition 6 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24G,Comorbid condition 7 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24H,Comorbid condition 8 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24I,Comorbid condition 9 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24J,Comorbid condition 10 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24K,Comorbid condition 11 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24L,Comorbid condition 12 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24M,Comorbid condition 13 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24N,Comorbid condition 14 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24O,Comorbid condition 15 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24P,Comorbid condition 16 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24Q,Comorbid condition 17 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24R,Comorbid condition 18 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24S,Comorbid condition 19 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24T,Comorbid condition 20 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24U,Comorbid condition 21 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24V,Comorbid condition 22 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24W,Comorbid condition 23 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24X,Comorbid condition 24 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
24Y,Comorbid condition 25 (ICD code),IRF-PAI,1.5,LOINC,2.63,75618-9,Comorbid condition,IA|ID,,,
25A,Height (in inches),IRF-PAI,1.5,LOINC,2.63,3137-7,Body height Measured,IA,,,
26A,Weight (in pounds),IRF-PAI,1.5,LOINC,2.63,3141-9,Body weight Measured,IA,,,
3,Medicaid number,IRF-PAI,1.5,LOINC,2.63,45400-9,Medicaid number,IA|ID,,,
4,{Patient/resident} first name,IRF-PAI,1.5,LOINC,2.63,45392-8,First name,IA|ID,,,
40,Discharge date,IRF-PAI,1.5,LOINC,2.63,52525-3,Discharge date,ID,,,
41,{Patient/resident} discharged against medical advice,IRF-PAI,1.5,LOINC,2.63,85411-7,Patient discharged against medical advice [CMS Assessment],ID,LA32-8|LA33-6,0|1,No|Yes
42,Were there program interruption(s) during stay,IRF-PAI,1.5,LOINC,2.63,85412-5,Program interruption(s) [CMS Assessment],IA|ID,LA32-8|LA33-6,0|1,No|Yes
43,Program interruption dates,IRF-PAI,1.5,LOINC,2.63,85483-6,Program interruption dates [CMS Assessment],IA|ID,,,
43A,First interruption date,IRF-PAI,1.5,LOINC,2.63,85413-3,Program interruption date [CMS Assessment],IA|ID,,,
43B,First interruption return date,IRF-PAI,1.5,LOINC,2.63,85414-1,Program return date [CMS Assessment],IA|ID,,,
43C,Second interruption date,IRF-PAI,1.5,LOINC,2.63,85413-3,Program interruption date [CMS Assessment],IA|ID,,,
43D,Second interruption return date,IRF-PAI,1.5,LOINC,2.63,85414-1,Program return date [CMS Assessment],IA|ID,,,
43E,Third interruption date,IRF-PAI,1.5,LOINC,2.63,85413-3,Program interruption date [CMS Assessment],IA|ID,,,
43F,Third interruption return date,IRF-PAI,1.5,LOINC,2.63,85414-1,Program return date [CMS Assessment],IA|ID,,,
44C,{Patient/resident} discharged alive,IRF-PAI,1.5,LOINC,2.63,85415-8,Patient discharged alive [CMS Assessment],ID,LA32-8|LA33-6,0|1,No|Yes
44D,Discharge to living setting,IRF-PAI,1.5,LOINC,2.63,85416-6,Discharge location [CMS Assessment],ID,LA10000-0|LA10883-9|LA18066-3|LA22835-5|LA27336-9|LA27338-5|LA27339-3|LA27340-1|LA27341-9|LA27342-7|LA27344-3|LA27346-8|LA27347-6|LA27349-2,63|61|02|66|01|03|04|06|50|51|62|64|65|99,"Long-term care hospital (LTCH)|Swing bed|Long-term care facility|Critical Access Hospital|Home (private home/apt., board/care, assisted living, group home, transitional living)|Skilled nursing facility (SNF)|Intermediate care|Home - under care of organized home health service organization|Hospice (home)|Hospice (institutional facility)|Another Inpatient Rehabilitation Facility|Medicaid Nursing Facility|Inpatient Psychiatric Facility|Not listed"
45,Discharge to living with,IRF-PAI,1.5,LOINC,2.63,85417-4,Discharge living arrangement [CMS Assessment],ID,LA27350-0|LA27351-8|LA27352-6|LA27353-4|LA46-8,01|02|03|04|05,Alone|Family/Relatives|Friends|Attendant|Other
46,Diagnosis for interruption or death (ICD code),IRF-PAI,1.5,LOINC,2.63,85418-2,Diagnosis for interruption or death [CMS Assessment],ID,,,
47,Complications during rehabilitation stay,IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
47A,Complication during rehab stay 1 (ICD code),IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
47B,Complication during rehab stay 2 (ICD code),IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
47C,Complication during rehab stay 3 (ICD code),IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
47D,Complication during rehab stay 4 (ICD code),IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
47E,Complication during rehab stay 5 (ICD code),IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
47F,Complication during rehab stay 6 (ICD code),IRF-PAI,1.5,LOINC,2.63,85419-0,Complications during rehabilitation stay [CMS Assessment],ID,,,
5A,{Patient/resident} last name,IRF-PAI,1.5,LOINC,2.63,45394-4,Last name,IA|ID,,,
5B,{Patient/resident} identification number,IRF-PAI,1.5,LOINC,2.63,52463-7,Patient Identification Number or Provider Account Number,IA|ID,,,
6,Birth date,IRF-PAI,1.5,LOINC,2.63,21112-8,Birth date,IA|ID,,,
7,Social security number,IRF-PAI,1.5,LOINC,2.63,45396-9,Social Security number [Identifier],IA|ID,,,
8,Gender,IRF-PAI,1.5,LOINC,2.63,46098-0,Sex,IA|ID,LA2-8|LA3-6,1|2,Male|Female
9,Race/ethnicity. Check all that apply,IRF-PAI,1.5,LOINC,2.63,59362-4,Race or ethnicity OMB.1997,IA|ID,LA10610-6|LA10611-4|LA4457-3|LA6155-1|LA6156-9|LA6214-6,C|E|F|A|B|D,Black or African American|Native Hawaiian or Other Pacific Islander|White|American Indian or Alaska Native|Asian|Hispanic or Latino
BB0700,Expression of ideas and wants,IRF-PAI,1.5,LOINC,2.63,83250-1,Expression of ideas and wants during 3 day assessment period [CMS Assessment],IA,LA11713-7|LA9966-8|LA9967-6|LA9972-6,1|3|4|2,"Rarely/Never expresses self or speech is very difficult to understand|Exhibits some difficulty with expressing needs and ideas (e.g., some words or finishing thoughts) or speech is not clear|Expresses complex messages without difficulty and with speech that is clear and easy to understand|Frequently exhibits difficulty with expressing needs and ideas"
BB0800,Understanding verbal content,IRF-PAI,1.5,LOINC,2.63,83249-3,Understanding verbal content during 3 day assessment period [CMS Assessment],IA,LA10110-7|LA11705-3|LA11706-1|LA81-5,4|3|2|1,"Understands clear comprehension without cues or repetitions|Usually understands: understands most conversations, but misses some part/intent of message.  Requires cues at times to understand.|Sometimes understands: Understands only basic conversations or simple, direct phrases.  Frequently requires cues to understand.|Rarely/never understands"
C0100,BIMS: should {patient/resident} interview be conducted,IRF-PAI,1.5,LOINC,2.63,83248-5,Should brief interview for mental status be conducted during 3D assessment period [CMS Assessment],IA,LA27578-6|LA33-6,0|1,No (patient is rarely/never understood)|Yes
C0200,BIMS interview: repetition of three words,IRF-PAI,1.5,LOINC,2.63,52731-7,Repetition of three words # [BIMS],IA,LA137-2|LA6306-0|LA6395-3|LA6404-3,0|1|3|2,None|One|Three|Two
C0300,"Temporal orientation (orientation to year, month, and day)",IRF-PAI,1.5,LOINC,2.63,54510-3,"Temporal orientation (orientation to year, month, and day) [BIMS]",IA,,,
C0300A,BIMS interview: able to report correct year,IRF-PAI,1.5,LOINC,2.63,52732-5,Temporal orientation - current year [BIMS],IA,LA10008-3|LA10965-4|LA10966-2|LA9960-1,2|0|1|3,Missed by 1 year|Missed by > 5 years or no answer|Missed by 2-5 years|Correct
C0300B,BIMS interview: able to report correct month,IRF-PAI,1.5,LOINC,2.63,52733-3,Temporal orientation - current month [BIMS],IA,LA10010-9|LA10969-6|LA9927-0,1|0|2,Missed by 6 days to 1 month|Missed by > 1 month or no answer|Accurate within 5 days
C0300C,BIMS interview: can report correct day of week,IRF-PAI,1.5,LOINC,2.63,54609-3,Temporal orientation - current day of the week [BIMS],IA,LA9960-1|LA9981-7,1|0,Correct|Incorrect or no answer
C0400,Recall,IRF-PAI,1.5,LOINC,2.63,52493-4,Recall [BIMS],IA,,,
C0400A,"BIMS interview: able to recall ""sock""",IRF-PAI,1.5,LOINC,2.63,52735-8,Recall - sock [BIMS],IA,LA10126-3|LA10134-7|LA10974-6,1|2|0,"Yes, after cueing (""something to wear"")|Yes, no cue required|No - could not recall"
C0400B,"BIMS interview: able to recall ""blue""",IRF-PAI,1.5,LOINC,2.63,52736-6,Recall - blue [BIMS],IA,LA10134-7|LA10974-6|LA10978-7,2|0|1,"Yes, no cue required|No - could not recall|Yes, after cueing (""a color"")"
C0400C,"BIMS interview: able to recall ""bed""",IRF-PAI,1.5,LOINC,2.63,52737-4,Recall - bed [BIMS],IA,LA10125-5|LA10134-7|LA10974-6,1|2|0,"Yes, after cueing (""a piece of furniture"")|Yes, no cue required|No - could not recall"
C0500,BIMS interview: summary score,IRF-PAI,1.5,LOINC,2.63,54614-3,Brief Interview for Mental Status - summary score [BIMS],IA,,,
C0600,Staff assessment mental status: conduct assessment,IRF-PAI,1.5,LOINC,2.63,54615-0,Should staff assessment for mental status be conducted [CMS Assessment],IA,LA26843-5|LA26844-3,0|1,No (patient was able to complete Brief Interview for Mental Status)|Yes (patient was unable to complete Brief Interview for Mental Status)
